Date,Year,DayofYear,Time,Latitude_DD,Longitude_DD,WaterTemp,Salinity,DO,DO %,AirTemp
6/17/09,2009,168,15:34,25.345,-81.145,31.1,-9999,4.85,58.3,-9999
6/17/09,2009,168,15:37,25.346,-81.141,31.1,-9999,4.85,58.3,-9999
6/17/09,2009,168,15:40,25.346,-81.138,31.1,-9999,4.85,58.3,-9999
6/23/09,2009,174,7:47,25.417,-80.993,30.3,5.7,3.76,51.5,-9999
6/23/09,2009,174,9:33,25.433,-80.965,30,0.6,2.91,39.7,-9999
6/23/09,2009,174,11:33,25.439,-80.944,29.6,0.4,2.71,36,-9999
6/23/09,2009,174,13:09,25.44,-80.935,29.9,0.3,2,26.4,-9999
6/23/09,2009,174,14:49,25.431,-80.969,30.6,1.1,5.1,68,-9999
6/23/09,2009,174,21:48,25.399,-80.969,28,1,-9999,-9999,25
6/24/09,2009,175,8:50,25.415,-80.961,28.3,0.4,1.74,22.5,-9999
6/24/09,2009,175,10:26,25.413,-80.978,28.2,1.7,5.29,67.8,-9999
6/24/09,2009,175,13:01,25.425,-80.979,29.4,1,4.63,60,-9999
7/14/09,2009,195,7:53,25.329,-81.138,29.7,32.2,2.5,40.7,-9999
7/14/09,2009,195,10:01,25.324,-81.118,30.6,31.7,3.18,50.3,-9999
7/14/09,2009,195,12:05,25.342,-81.103,31.2,27,3.84,60.4,-9999
7/14/09,2009,195,14:36,25.357,-81.102,31.6,23.8,3.03,46.2,-9999
7/14/09,2009,195,16:36,25.373,-81.041,31,1.9,2.22,31.3,-9999
7/15/09,2009,196,7:59,25.429,-80.978,30.4,0.7,2.79,36.6,-9999
7/15/09,2009,196,9:54,25.444,-80.953,31,0.5,2.19,29.2,-9999
7/15/09,2009,196,11:22,25.431,-80.955,33.1,0.4,3.01,42.4,-9999
7/15/09,2009,196,12:56,25.418,-80.996,32,1.2,2.88,41.5,-9999
7/25/09,2009,206,7:35,25.408,-80.967,30,1,4.32,53.5,-9999
7/30/09,2009,211,8:38,25.417,-80.967,29.2,0.7,3.19,44.3,-9999
7/30/09,2009,211,10:20,25.432,-80.985,29.9,1.2,3.39,45.7,-9999
7/30/09,2009,211,13:00,25.415,-81.007,30,1.4,3.16,40.6,-9999
8/1/09,2009,213,7:14,25.372,-81.045,30.1,2.3,1.79,23.7,-9999
8/1/09,2009,213,9:19,25.388,-81.013,30.5,1.8,2.58,34.7,-9999
8/1/09,2009,213,11:20,25.444,-80.96,30.5,1.5,2.44,31.7,-9999
8/1/09,2009,213,12:54,25.449,-80.947,31.1,0.9,2.15,30.3,-9999
8/1/09,2009,213,14:35,25.44,-80.943,31.9,0.4,2.63,36.6,-9999
8/4/09,2009,216,8:28,25.415,-80.974,30.5,1.1,3.62,47.3,-9999
8/4/09,2009,216,10:10,25.414,-80.987,31.4,1.3,4.63,64,-9999
8/4/09,2009,216,12:08,25.417,-81.006,32,1.7,3.86,51.1,-9999
8/4/09,2009,216,13:55,25.428,-80.968,33,1.1,4.3,61,-9999
8/4/09,2009,216,15:25,25.43,-80.988,31.9,2.4,2.38,35.6,-9999
8/5/09,2009,217,8:03,-9999,-9999,30.8,32,3.54,54.4,-9999
8/5/09,2009,217,8:05,-9999,-9999,30.8,32,3.54,54.4,-9999
8/5/09,2009,217,8:20,25.34,-81.121,31.1,29.3,2.73,43.6,-9999
8/5/09,2009,217,11:08,-9999,-9999,30.9,32.6,3.61,57.3,-9999
8/5/09,2009,217,11:10,-9999,-9999,30.9,32.6,3.61,57.3,-9999
8/5/09,2009,217,12:00,25.349,-81.114,31.3,31.8,5.07,85,-9999
8/5/09,2009,217,12:57,-9999,-9999,30.6,33.1,4.97,79.8,-9999
8/5/09,2009,217,13:01,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/5/09,2009,217,13:03,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/5/09,2009,217,13:04,-9999,-9999,30.6,33.1,4.97,79.8,-9999
8/5/09,2009,217,13:06,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/5/09,2009,217,13:10,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/5/09,2009,217,13:14,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/5/09,2009,217,13:16,-9999,-9999,30.6,-9999,3.01,40.2,-9999
8/28/09,2009,240,5:25,25.412,-80.973,29.9,3.8,0.12,2.8,-9999
8/28/09,2009,240,7:10,25.429,-80.974,29.3,0.6,2.54,33,-9999
8/28/09,2009,240,9:05,25.441,-80.925,31,0.2,2.17,30,-9999
8/28/09,2009,240,11:23,25.437,-80.946,31.3,0.2,2.09,28.8,-9999
8/28/09,2009,240,14:10,25.431,-80.984,31.9,0.5,3.46,47,-9999
9/11/09,2009,254,9:30,25.415,-81.008,-9999,0.6,-9999,-9999,-9999
9/11/09,2009,254,10:14,25.422,-81,-9999,0.6,-9999,-9999,-9999
9/11/09,2009,254,11:11,25.447,-80.95,27.9,0.2,2.44,34.2,-9999
9/11/09,2009,254,11:52,25.45,-80.947,29.8,0.2,3,37.2,-9999
9/11/09,2009,254,13:05,25.439,-80.931,30.1,0.2,2.34,31.5,-9999
9/11/09,2009,254,13:35,25.441,-80.926,29.6,0.2,2.24,30,-9999
9/17/09,2009,259,8:26,25.417,-81.009,29.4,0.6,-9999,-9999,-9999
9/17/09,2009,259,10:28,25.412,-80.97,30.1,0.5,-9999,-9999,-9999
9/17/09,2009,259,13:50,25.412,-80.969,30,0.3,-9999,-9999,-9999
9/17/09,2009,259,15:34,25.419,-80.988,30.3,0.7,-9999,-9999,-9999
9/19/09,2009,261,7:33,25.33,-81.12,28.7,29.7,-9999,-9999,-9999
9/19/09,2009,261,9:28,25.337,-81.114,29.4,31.2,-9999,-9999,-9999
9/26/09,2009,268,8:34,25.372,-81.039,30.1,-9999,3.41,48,-9999
9/26/09,2009,269,9:00,25.373,-81.039,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:05,25.374,-81.038,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:08,25.376,-81.036,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:12,25.377,-81.033,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:15,25.379,-81.03,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:20,25.381,-81.026,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:23,25.382,-81.023,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:26,25.384,-81.02,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:29,25.385,-81.018,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,9:34,25.387,-81.015,30.1,-9999,3.52,47.5,-9999
9/26/09,2009,269,10:10,25.373,-81.039,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:14,25.374,-81.038,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:19,25.376,-81.036,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:23,25.377,-81.033,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:28,25.379,-81.03,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:34,25.381,-81.026,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:39,25.382,-81.023,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:43,25.384,-81.02,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:48,25.385,-81.018,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,269,10:53,25.387,-81.015,30.3,-9999,3.94,49.2,-9999
9/26/09,2009,268,11:05,25.387,-81.026,30.3,-9999,3.8,50.6,-9999
9/26/09,2009,269,11:28,25.373,-81.039,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,11:31,25.374,-81.038,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,11:38,25.376,-81.036,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,11:55,25.377,-81.033,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:07,25.379,-81.03,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:11,25.381,-81.026,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:15,25.382,-81.023,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:22,25.384,-81.02,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:25,25.385,-81.018,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,12:29,25.387,-81.015,30.7,-9999,4.09,51.1,-9999
9/26/09,2009,269,13:06,25.373,-81.039,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:11,25.374,-81.038,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:18,25.376,-81.036,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:20,25.373,-81.039,30.6,-9999,3.01,40.2,-9999
9/26/09,2009,269,13:23,25.377,-81.033,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:24,25.374,-81.038,30.6,-9999,3.01,40.2,-9999
9/26/09,2009,269,13:26,25.376,-81.036,30.6,-9999,3.01,40.2,-9999
9/26/09,2009,269,13:27,25.379,-81.03,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:29,25.377,-81.033,30.6,-9999,3.01,40.2,-9999
9/26/09,2009,269,13:30,25.381,-81.026,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:34,25.382,-81.023,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:36,25.384,-81.02,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:39,25.385,-81.018,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,269,13:48,25.387,-81.015,30.8,-9999,4.12,51.9,-9999
9/26/09,2009,268,14:34,25.383,-81.032,30.9,-9999,4.01,57.4,-9999
9/27/09,2009,270,8:23,25.416,-81.005,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:27,25.416,-81,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:30,25.415,-80.992,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:33,25.419,-80.988,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:36,25.421,-80.981,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:39,25.427,-80.978,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:42,25.428,-80.971,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:45,25.432,-80.965,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:48,25.434,-80.96,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,8:50,25.431,-80.957,29.4,-9999,3.41,46,-9999
9/27/09,2009,270,9:29,25.416,-81.005,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:32,25.416,-81,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:35,25.415,-80.992,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:39,25.419,-80.988,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:43,25.421,-80.981,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:47,25.427,-80.978,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:51,25.428,-80.971,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,9:56,25.432,-80.965,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,10:00,25.434,-80.96,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,10:04,25.431,-80.957,30.1,-9999,3.59,47.9,-9999
9/27/09,2009,270,10:41,25.416,-81.005,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,10:45,25.416,-81,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,10:48,25.415,-80.992,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,10:51,25.419,-80.988,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,10:55,25.421,-80.981,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,10:58,25.427,-80.978,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,11:01,25.428,-80.971,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,11:05,25.432,-80.965,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,11:09,25.434,-80.96,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,11:12,25.431,-80.957,30.3,-9999,3.62,46.2,-9999
9/27/09,2009,270,11:48,25.416,-81.005,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,11:50,25.416,-81,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,11:53,25.415,-80.992,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,11:57,25.419,-80.988,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:00,25.421,-80.981,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:03,25.427,-80.978,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:07,25.428,-80.971,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:10,25.432,-80.965,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:14,25.434,-80.96,30.5,-9999,3.31,45,-9999
9/27/09,2009,270,12:18,25.431,-80.957,30.5,-9999,3.31,45,-9999
10/4/09,2009,276,8:48,25.458,-80.876,28.9,-9999,1.82,23.9,-9999
10/4/09,2009,276,10:59,25.451,-80.887,29.4,-9999,1.52,19.7,-9999
10/4/09,2009,276,12:53,25.437,-80.909,30.1,-9999,2.43,32.4,-9999
10/4/09,2009,276,15:02,25.443,-80.906,29.9,-9999,1.8,23,-9999
10/4/09,2009,276,17:08,25.433,-80.984,30.2,-9999,2.84,38.3,-9999
10/20/09,2009,293,20:10,25.373,-81.039,24,17,-9999,-9999,24
10/20/09,2009,293,21:22,25.376,-81.064,25,26,-9999,-9999,24
10/20/09,2009,293,22:07,25.419,-80.975,24,7,-9999,-9999,21
10/24/09,2009,296,8:10,25.411,-80.974,25.8,-9999,6.2,76.4,-9999
10/24/09,2009,296,9:52,25.419,-81,25.8,-9999,4.18,51.3,-9999
10/24/09,2009,296,11:50,25.433,-80.972,26.1,-9999,5.24,64.5,-9999
10/24/09,2009,296,13:33,25.434,-80.959,26.2,-9999,4.3,53.8,-9999
10/24/09,2009,296,15:09,25.414,-80.991,27.1,-9999,6.39,80.2,-9999
10/25/09,2009,297,8:11,25.355,-81.078,25.8,-9999,3.64,44.6,-9999
10/25/09,2009,297,9:44,25.363,-81.091,26.2,-9999,3.95,48.8,-9999
10/25/09,2009,297,11:32,25.375,-81.045,25.7,-9999,3.07,45.6,-9999
10/25/09,2009,297,13:04,25.377,-81.033,25.7,-9999,3.91,48.2,-9999
10/25/09,2009,297,14:42,25.386,-81.016,26.5,-9999,3.98,48.7,-9999
10/25/09,2009,297,16:21,25.411,-80.967,27.6,-9999,6.44,80.8,-9999
10/31/09,2009,304,8:41,25.415,-81.007,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:44,25.416,-81.003,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:47,25.416,-81,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:50,25.416,-80.996,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:52,25.415,-80.992,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:55,25.415,-80.989,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,8:58,25.414,-80.985,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,9:00,25.412,-80.981,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,9:03,25.412,-80.977,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,304,9:05,25.411,-80.973,27.5,0.7,5.62,72.2,-9999
10/31/09,2009,303,9:44,25.427,-80.974,27.6,0.6,6.51,83.1,-9999
10/31/09,2009,304,10:24,25.415,-81.007,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:27,25.416,-81.003,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:30,25.416,-81,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:33,25.416,-80.996,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:36,25.415,-80.992,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:38,25.415,-80.989,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:41,25.414,-80.985,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:43,25.412,-80.981,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:46,25.412,-80.977,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,304,10:48,25.411,-80.973,27.8,0.9,4.13,53.1,-9999
10/31/09,2009,303,11:37,25.432,-80.985,27.4,0.8,4.86,62.4,-9999
10/31/09,2009,304,12:18,25.415,-81.007,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:21,25.416,-81.003,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:24,25.416,-81,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:27,25.416,-80.996,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:30,25.415,-80.992,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:32,25.415,-80.989,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:35,25.414,-80.985,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:38,25.412,-80.981,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:41,25.412,-80.977,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,304,12:43,25.411,-80.973,28.3,0.9,3.66,47.8,-9999
10/31/09,2009,303,13:53,25.43,-80.971,28.1,0.5,3.81,50.4,-9999
10/31/09,2009,304,14:23,25.415,-81.007,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:26,25.416,-81.003,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:28,25.416,-81,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:32,25.416,-80.996,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:35,25.415,-80.992,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:37,25.415,-80.989,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:40,25.414,-80.985,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:42,25.412,-80.981,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:44,25.412,-80.977,28.6,1.5,3.19,46.9,-9999
10/31/09,2009,304,14:47,25.411,-80.973,28.6,1.5,3.19,46.9,-9999
11/7/09,2009,310,8:09,25.428,-80.919,23.2,0.4,3.8,43.9,-9999
11/7/09,2009,310,10:10,25.434,-80.912,23.6,0.3,4.82,57,-9999
11/7/09,2009,310,12:17,25.43,-80.992,24.4,1.8,4.99,60.3,-9999
11/7/09,2009,310,13:55,25.41,-80.965,24.5,0.8,4.95,59.8,-9999
11/7/09,2009,310,15:30,25.414,-80.983,24.6,1.3,4.84,58.5,-9999
11/7/09,2009,311,19:30,25.457,-80.877,23.8,0.3,-9999,-9999,-9999
11/7/09,2009,311,21:40,25.445,-80.906,23.6,0.3,-9999,-9999,-9999
11/14/09,2009,318,7:30,25.366,-81.056,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:33,25.367,-81.053,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:35,25.369,-81.049,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:38,25.372,-81.044,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:40,25.373,-81.041,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:42,25.375,-81.038,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:45,25.376,-81.036,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:47,25.377,-81.033,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:50,25.378,-81.031,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,318,7:53,25.38,-81.028,21.8,19.4,3.02,38.7,-9999
11/14/09,2009,317,8:30,25.388,-81.012,21.2,6.7,2.31,33.2,-9999
11/14/09,2009,318,10:11,25.366,-81.056,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:15,25.367,-81.053,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:19,25.369,-81.049,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:21,25.372,-81.044,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:26,25.373,-81.041,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:30,25.375,-81.038,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,10:56,25.376,-81.036,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,11:00,25.377,-81.033,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,11:04,25.378,-81.031,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,318,11:06,25.38,-81.028,22.7,20.1,2.98,37.1,-9999
11/14/09,2009,317,11:55,25.374,-81.047,22.9,18.4,2.98,38,-9999
11/14/09,2009,318,12:22,25.366,-81.056,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:26,25.367,-81.053,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:28,25.369,-81.049,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:31,25.372,-81.044,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:52,25.373,-81.041,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:55,25.375,-81.038,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,12:58,25.376,-81.036,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,13:03,25.377,-81.033,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,13:05,25.378,-81.031,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,13:08,25.38,-81.028,22.9,25.9,2.89,36.3,-9999
11/14/09,2009,318,14:34,25.366,-81.056,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:35,25.367,-81.053,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:38,25.369,-81.049,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:41,25.372,-81.044,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:44,25.373,-81.041,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:52,25.375,-81.038,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:55,25.376,-81.036,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,14:57,25.377,-81.033,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,15:03,25.378,-81.031,22.9,24.9,2.81,36,-9999
11/14/09,2009,318,15:06,25.38,-81.028,22.9,24.9,2.81,36,-9999
11/19/09,2009,323,7:33,25.341,-81.121,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:35,25.339,-81.118,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:37,25.338,-81.115,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:40,25.336,-81.114,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:42,25.337,-81.11,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:44,25.338,-81.107,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:46,25.341,-81.109,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:47,25.344,-81.118,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:49,25.344,-81.118,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,7:51,25.346,-81.123,22.8,28.5,-9999,-9999,-9999
11/19/09,2009,323,9:40,25.341,-81.121,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:01,25.339,-81.118,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:03,25.338,-81.115,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:06,25.336,-81.114,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:08,25.337,-81.11,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:11,25.338,-81.107,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:29,25.341,-81.109,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:33,25.344,-81.118,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:35,25.344,-81.118,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,10:53,25.346,-81.123,23.3,27.9,-9999,-9999,-9999
11/19/09,2009,323,12:05,25.341,-81.121,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:09,25.339,-81.118,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:12,25.338,-81.115,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:16,25.336,-81.114,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:19,25.337,-81.11,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:22,25.338,-81.107,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:40,25.341,-81.109,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,12:56,25.344,-81.118,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,13:17,25.344,-81.118,23.5,29.2,-9999,-9999,-9999
11/19/09,2009,323,13:21,25.346,-81.123,23.5,29.2,-9999,-9999,-9999
11/29/09,2009,332,7:57,25.41,-80.968,19.9,1.4,3.91,44.5,-9999
11/29/09,2009,332,9:55,25.416,-80.989,19.5,0.9,5.91,64.9,-9999
11/29/09,2009,332,11:59,25.419,-80.996,20.3,1.6,5.09,57.2,-9999
11/29/09,2009,332,13:48,25.432,-80.959,18.8,0.5,3,32.1,-9999
12/5/09,2009,338,7:44,25.438,-80.966,23.6,1.3,5.2,61.7,-9999
12/5/09,2009,338,9:14,25.447,-80.961,23.4,1.1,4.71,52.8,-9999
12/5/09,2009,338,10:43,25.449,-80.948,26.8,1.4,3.01,49.3,-9999
12/5/09,2009,338,12:26,25.436,-80.95,25.9,2,2.5,41.3,-9999
12/15/09,2009,349,9:36,25.373,-81.042,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:39,25.375,-81.039,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:41,25.376,-81.036,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:43,25.378,-81.032,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:45,25.38,-81.029,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:47,25.382,-81.025,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:49,25.383,-81.022,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:52,25.385,-81.019,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:55,25.387,-81.016,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,349,9:57,25.388,-81.014,25.2,6.2,4.12,49.2,-9999
12/15/09,2009,348,10:30,25.374,-81.046,24.5,5.4,4.68,58.1,-9999
12/15/09,2009,349,12:15,25.373,-81.042,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:21,25.375,-81.039,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:25,25.376,-81.036,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:30,25.378,-81.032,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:34,25.38,-81.029,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:37,25.382,-81.025,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:39,25.383,-81.022,25.1,13.7,4.03,48.1,-9999
12/15/09,2009,349,12:43,25.385,-81.019,25.1,13.7,4.03,48.1,-9999
